Orders             Exp_profit          Exp_sales           Exp_lost_sales      Exp_leftover        Stockout_prob       CVaR

     4090.59          219833.87             3016.46              120.72             1074.13                0.20           219833.87



Scenario           Profit              Sales               Leftover_inv        demand
s174           327247.07                    4090.59                0.00             6307.64
s175           327247.07                    4090.59                0.00             4548.85
s176           162531.60                    2443.43             1647.15             2443.43
s177           313984.85                    3957.97              132.62             3957.97
s178           267524.45                    3493.36              597.23             3493.36
s179           214306.42                    2961.18             1129.41             2961.18
s180           291909.84                    3737.22              353.37             3737.22
s181           327247.07                    4090.59                0.00             4514.19
s182           253476.84                    3352.89              737.70             3352.89
s183           275581.38                    3573.93              516.66             3573.93
s184           327247.07                    4090.59                0.00             5024.76
s185           218015.24                    2998.27             1092.32             2998.27
s186           291422.03                    3732.34              358.25             3732.34
s187           -67407.87                     144.04             3946.55              144.04
s188           327247.07                    4090.59                0.00             5122.31
s189           187336.35                    2691.48             1399.11             2691.48
s190           220809.12                    3026.21             1064.38             3026.21
s191           287062.83                    3688.75              401.84             3688.75
s192           245592.89                    3274.05              816.54             3274.05
s193           269219.64                    3510.31              580.27             3510.31
s194            51702.40                    1335.14             2755.45             1335.14
s195           282702.29                    3645.14              445.45             3645.14
s196           197954.95                    2797.67             1292.92             2797.67
s197           241704.18                    3235.16              855.43             3235.16
s198           236359.06                    3181.71              908.88             3181.71
s199           322441.82                    4042.54               48.05             4042.54
s200            71422.31                    1532.34             2558.25             1532.34
s201           175728.31                    2575.40             1515.19             2575.40
s202           294673.72                    3764.85              325.73             3764.85
s203           194177.08                    2759.89             1330.70             2759.89
s204           221123.63                    3029.35             1061.23             3029.35
s205           247530.48                    3293.42              797.17             3293.42
s206           325344.73                    4071.56               19.02             4071.56
s207           327247.07                    4090.59                0.00             4144.28
s208           169476.82                    2512.89             1577.70             2512.89
s209           321101.28                    4029.13               61.46             4029.13
s210           173219.29                    2550.31             1540.28             2550.31
s211           179759.43                    2615.71             1474.88             2615.71
s212           183573.54                    2653.85             1436.74             2653.85
s213           210986.99                    2927.99             1162.60             2927.99
s214           163295.66                    2451.07             1639.51             2451.07
s215           327247.07                    4090.59                0.00             4275.19
s216           327247.07                    4090.59                0.00             4567.11
s217           327247.07                    4090.59                0.00             4616.65
s218           137997.02                    2198.09             1892.50             2198.09
s219           310412.20                    3922.24              168.35             3922.24
s220           327247.07                    4090.59                0.00             4843.11
s221           150505.25                    2323.17             1767.42             2323.17
s222           170491.37                    2523.03             1567.56             2523.03
s223           196808.84                    2786.21             1304.38             2786.21
s224           226075.71                    3078.87             1011.71             3078.87
s225           327247.07                    4090.59                0.00             4501.35
s226           281086.22                    3628.98              461.61             3628.98
s227           150597.81                    2324.10             1766.49             2324.10
s228           129206.83                    2110.19             1980.40             2110.19
s229           229634.34                    3114.46              976.13             3114.46
s230           327247.07                    4090.59                0.00             4367.70
s231           120463.72                    2022.75             2067.83             2022.75
s232           239001.64                    3208.13              882.45             3208.13
s233           255846.77                    3376.59              714.00             3376.59
s234           260454.73                    3422.66              667.92             3422.66
s235           227477.72                    3092.89              997.69             3092.89
s236           133862.90                    2156.75             1933.84             2156.75
s237            69207.63                    1510.19             2580.39             1510.19
s238           189654.83                    2714.67             1375.92             2714.67
s239           237816.05                    3196.28              894.31             3196.28
s240           178933.35                    2607.45             1483.14             2607.45
s241           121473.75                    2032.86             2057.73             2032.86
s242           291614.45                    3734.26              356.33             3734.26
s243           254948.78                    3367.61              722.98             3367.61
s244           298388.69                    3802.00              288.58             3802.00
s245           193247.61                    2750.59             1339.99             2750.59
s246           209971.36                    2917.83             1172.76             2917.83
s247           234678.48                    3164.90              925.69             3164.90
s248           292548.30                    3743.60              346.99             3743.60
s249           137399.45                    2192.11             1898.48             2192.11
s250           241037.89                    3228.50              862.09             3228.50
s251           231918.86                    3137.31              953.28             3137.31
s252           115673.36                    1974.85             2115.74             1974.85
s253           235940.25                    3177.52              913.07             3177.52
s254           214060.05                    2958.72             1131.87             2958.72
s255           297984.95                    3797.97              292.62             3797.97
s256           144189.10                    2260.01             1830.58             2260.01
s257           198175.36                    2799.87             1290.72             2799.87
s258           134918.91                    2167.31             1923.28             2167.31
s259           302851.00                    3846.63              243.96             3846.63
s260           327247.07                    4090.59                0.00             4091.40
s261           294875.00                    3766.87              323.72             3766.87
s262           161056.10                    2428.68             1661.91             2428.68
s263           327247.07                    4090.59                0.00             4661.93
s264           173038.06                    2548.50             1542.09             2548.50
s265           297361.89                    3791.74              298.85             3791.74
s266           153953.02                    2357.65             1732.94             2357.65
s267           229730.27                    3115.42              975.17             3115.42
s268           146964.29                    2287.76             1802.83             2287.76
s269           203257.29                    2850.69             1239.90             2850.69
s270           140817.08                    2226.29             1864.30             2226.29
s271            95103.50                    1769.15             2321.44             1769.15
s272           154660.82                    2364.73             1725.86             2364.73
s273           262247.02                    3440.59              650.00             3440.59
s274            92478.76                    1742.91             2347.68             1742.91
s275           304252.65                    3860.64              229.94             3860.64
s276           255100.53                    3369.12              721.47             3369.12
s277           193736.88                    2755.49             1335.10             2755.49
s278           139480.45                    2212.92             1877.67             2212.92
s279           327247.07                    4090.59                0.00             4132.07
s280           327247.07                    4090.59                0.00             4502.04
s281           161229.55                    2430.41             1660.18             2430.41
s282            53322.66                    1351.34             2739.24             1351.34
s283           143705.92                    2255.18             1835.41             2255.18
s284           327247.07                    4090.59                0.00             4902.12
s285           293780.93                    3755.93              334.66             3755.93
s286           300751.14                    3825.63              264.96             3825.63
s287           231789.46                    3136.01              954.58             3136.01
s288           118309.25                    2001.21             2089.38             2001.21
s289           185344.93                    2671.57             1419.02             2671.57
s290           321849.41                    4036.61               53.98             4036.61
s291           125914.35                    2077.26             2013.33             2077.26
s292           298129.81                    3799.42              291.17             3799.42
s293           327247.07                    4090.59                0.00             4098.48
s294           276383.94                    3581.96              508.63             3581.96
s295           -46173.78                     356.38             3734.21              356.38
s296           136608.61                    2184.20             1906.38             2184.20
s297           327247.07                    4090.59                0.00             4192.43
s298           282416.00                    3642.28              448.31             3642.28
s299           303927.74                    3857.40              233.19             3857.40
s300           217328.44                    2991.40             1099.19             2991.40
s301           327247.07                    4090.59                0.00             4327.46
s302           272979.36                    3547.91              542.68             3547.91
s303           136288.29                    2181.00             1909.59             2181.00
s304           327247.07                    4090.59                0.00             4400.82
s305           134182.84                    2159.95             1930.64             2159.95
s306           246955.07                    3287.67              802.92             3287.67
s307            -1438.79                     803.73             3286.86              803.73
s308           165121.17                    2469.33             1621.26             2469.33
s309            36782.89                    1185.95             2904.64             1185.95
s310           327247.07                    4090.59                0.00             4643.70
s311           269791.25                    3516.03              574.56             3516.03
s312           109139.01                    1909.51             2181.08             1909.51
s313           184637.01                    2664.49             1426.10             2664.49
s314           327247.07                    4090.59                0.00             4877.15
s315           233950.64                    3157.62              932.96             3157.62
s316           115328.31                    1971.40             2119.19             1971.40
s317            61093.93                    1429.06             2661.53             1429.06
s318           289425.14                    3712.37              378.22             3712.37
s319           201476.49                    2832.88             1257.71             2832.88
s320           127931.94                    2097.44             1993.15             2097.44
s321           317035.65                    3988.47              102.11             3988.47
s322           284340.78                    3661.53              429.06             3661.53
s323           319377.68                    4011.89               78.69             4011.89
s324           324086.05                    4058.98               31.61             4058.98
s325           254732.11                    3365.44              725.15             3365.44
s326           242017.07                    3238.29              852.30             3238.29
s327            27205.97                    1090.18             3000.41             1090.18
s328           100119.18                    1819.31             2271.28             1819.31
s329           299597.17                    3814.09              276.50             3814.09
s330           155755.08                    2375.67             1714.92             2375.67
s331           327247.07                    4090.59                0.00             5231.73
s332           327247.07                    4090.59                0.00             4741.49
s333           319578.61                    4013.90               76.68             4013.90
s334           119162.27                    2009.74             2080.85             2009.74
s335           162885.09                    2446.97             1643.62             2446.97
s336           280778.74                    3625.91              464.68             3625.91
s337           318061.47                    3998.73               91.86             3998.73
s338           327247.07                    4090.59                0.00             4242.66
s339           245090.01                    3269.02              821.57             3269.02
s340           327247.07                    4090.59                0.00             4716.48
s341           293278.19                    3750.90              339.69             3750.90
s342           249138.89                    3309.51              781.08             3309.51
s343           131551.45                    2133.63             1956.96             2133.63
s344            66809.01                    1486.21             2604.38             1486.21
s345           249305.97                    3311.18              779.41             3311.18
s346           271749.60                    3535.61              554.97             3535.61
s347           299488.04                    3813.00              277.59             3813.00
s348           180120.51                    2619.32             1471.27             2619.32
s349           122841.68                    2046.53             2044.05             2046.53
s350           203466.28                    2852.78             1237.81             2852.78
s351           236135.32                    3179.47              911.12             3179.47
s352           178337.81                    2601.50             1489.09             2601.50
s353            69164.85                    1509.77             2580.82             1509.77
s354           300552.13                    3823.64              266.95             3823.64
s355           275362.39                    3571.74              518.85             3571.74
s356           305727.05                    3875.39              215.20             3875.39
s357           327247.07                    4090.59                0.00             4280.25
s358           203392.60                    2852.04             1238.54             2852.04
s359           327247.07                    4090.59                0.00             4265.23
s360              709.50                     825.21             3265.38              825.21
s361            55725.60                    1375.37             2715.21             1375.37
s362           327247.07                    4090.59                0.00             4491.66
s363           159520.58                    2413.32             1677.26             2413.32
s364           111554.67                    1933.66             2156.92             1933.66
s365           282394.20                    3642.06              448.53             3642.06
s366           192076.89                    2738.89             1351.70             2738.89
s367           213691.32                    2955.03             1135.56             2955.03
s368           202432.38                    2842.44             1248.15             2842.44
s369           244720.77                    3265.33              825.26             3265.33
s370           264794.73                    3466.06              624.52             3466.06
s371           223850.42                    3056.62             1033.97             3056.62
s372           268698.50                    3505.10              585.49             3505.10
s373           287379.53                    3691.91              398.68             3691.91
s374           179671.68                    2614.83             1475.75             2614.83
s375           159075.80                    2408.88             1681.71             2408.88
s376           327247.07                    4090.59                0.00             4552.70
s377           302892.69                    3847.04              243.54             3847.04
s378           220383.51                    3021.95             1068.64             3021.95
s379           178247.84                    2600.60             1489.99             2600.60
s380           177992.07                    2598.04             1492.55             2598.04
s381            79746.93                    1615.59             2475.00             1615.59
s382           327247.07                    4090.59                0.00             4346.74
s383           130304.92                    2121.17             1969.42             2121.17
s384           327247.07                    4090.59                0.00             4960.92
s385           263917.11                    3457.29              633.30             3457.29
s386           162404.20                    2442.16             1648.43             2442.16
s387           249602.92                    3314.15              776.44             3314.15
s388           327247.07                    4090.59                0.00             4276.88
s389           261426.55                    3432.38              658.21             3432.38
s390           327247.07                    4090.59                0.00             4652.09
s391           229295.20                    3111.07              979.52             3111.07
s392           233592.71                    3154.04              936.54             3154.04
s393            49900.79                    1317.13             2773.46             1317.13
s394           131835.41                    2136.47             1954.12             2136.47
s395           265636.97                    3474.49              616.10             3474.49
s396           120707.77                    2025.20             2065.39             2025.20
s397           255901.70                    3377.13              713.45             3377.13
s398           327247.07                    4090.59                0.00             4474.91
s399           148838.64                    2306.50             1784.08             2306.50
s400           128084.27                    2098.96             1991.63             2098.96
s401           327247.07                    4090.59                0.00             4365.52
s402           292292.17                    3741.04              349.55             3741.04
s403           183026.71                    2648.38             1442.20             2648.38
s404           327247.07                    4090.59                0.00             4094.50
s405           116790.33                    1986.02             2104.57             1986.02
s406           278817.75                    3606.30              484.29             3606.30
s407           254863.74                    3366.76              723.83             3366.76
s408           122774.97                    2045.87             2044.72             2045.87
s409           181450.46                    2632.62             1457.97             2632.62
s410           203090.83                    2849.03             1241.56             2849.03
s411           167667.16                    2494.79             1595.80             2494.79
s412            -7508.18                     743.04             3347.55              743.04
s413           230208.73                    3120.20              970.38             3120.20
s414           264279.45                    3460.91              629.68             3460.91
s415           305076.06                    3868.88              221.71             3868.88
s416           282143.77                    3639.56              451.03             3639.56
s417           255743.85                    3375.56              715.03             3375.56
s418           282061.09                    3638.73              451.86             3638.73
s419           327247.07                    4090.59                0.00             4999.04
s420            -8094.54                     737.17             3353.42              737.17
s421           194268.60                    2760.80             1329.78             2760.80
s422            84442.81                    1662.55             2428.04             1662.55
s423           265128.83                    3469.41              621.18             3469.41
s424           294636.34                    3764.48              326.11             3764.48
s425           220291.14                    3021.03             1069.56             3021.03
s426           147368.14                    2291.80             1798.79             2291.80
s427            97064.71                    1788.76             2301.82             1788.76
s428           181166.92                    2629.79             1460.80             2629.79
s429           327247.07                    4090.59                0.00             4474.03
s430           202063.67                    2838.75             1251.83             2838.75
s431           135961.23                    2177.73             1912.86             2177.73
s432           189027.94                    2708.40             1382.19             2708.40
s433            81571.18                    1633.83             2456.76             1633.83
s434           299121.23                    3809.33              281.26             3809.33
s435            32170.88                    1139.83             2950.76             1139.83
s436           194935.31                    2767.47             1323.12             2767.47
s437           227538.69                    3093.50              997.08             3093.50
s438           327247.07                    4090.59                0.00             4122.92
s439           212685.30                    2944.97             1145.62             2944.97
s440           114919.37                    1967.31             2123.28             1967.31
s441           -26740.36                     550.71             3539.87              550.71
s442           125365.95                    2071.78             2018.81             2071.78
s443           284094.54                    3659.06              431.53             3659.06
s444           302956.61                    3847.68              242.90             3847.68
s445           269032.63                    3508.44              582.14             3508.44
s446           272954.81                    3547.67              542.92             3547.67
s447           105187.02                    1869.99             2220.60             1869.99
s448           327247.07                    4090.59                0.00             4516.27
s449           327247.07                    4090.59                0.00             5292.89
s450           327247.07                    4090.59                0.00             4436.69
s451           190461.73                    2722.73             1367.85             2722.73
s452           107455.24                    1892.67             2197.92             1892.67
s453           315964.51                    3977.76              112.83             3977.76
s454           327247.07                    4090.59                0.00             5742.93
s455           327247.07                    4090.59                0.00             4437.46
s456            98291.60                    1801.03             2289.55             1801.03
s457           183487.27                    2652.99             1437.60             2652.99
s458           143414.63                    2252.26             1838.32             2252.26
s459            66194.77                    1480.07             2610.52             1480.07
s460           212759.43                    2945.71             1144.88             2945.71
s461           327247.07                    4090.59                0.00             4208.20
s462           116118.50                    1979.30             2111.29             1979.30
s463           327247.07                    4090.59                0.00             4166.14
s464           295662.41                    3774.74              315.85             3774.74
s465            64182.49                    1459.94             2630.65             1459.94
s466           234008.09                    3158.20              932.39             3158.20
s467            87139.02                    1689.51             2401.08             1689.51
s468           -65156.65                     166.55             3924.04              166.55
s469           -81811.77                       0.00             4090.59                0.00
s470           327247.07                    4090.59                0.00             4851.84
s471           316194.65                    3980.06              110.52             3980.06
s472           193937.26                    2757.49             1333.10             2757.49
s473           199010.29                    2808.22             1282.37             2808.22
s474            95732.96                    1775.45             2315.14             1775.45
s475           199725.57                    2815.37             1275.21             2815.37
s476           327247.07                    4090.59                0.00             5157.40
s477            31760.77                    1135.73             2954.86             1135.73
s478           308657.97                    3904.70              185.89             3904.70
s479           206434.92                    2882.47             1208.12             2882.47
s480           327247.07                    4090.59                0.00             4877.46
s481           115740.26                    1975.52             2115.07             1975.52
s482           144687.90                    2265.00             1825.59             2265.00
s483           314999.55                    3968.11              122.48             3968.11
s484           327247.07                    4090.59                0.00             5149.28
s485            -4083.86                     777.28             3313.31              777.28
s486            13994.10                     958.06             3132.53              958.06
s487           327247.07                    4090.59                0.00             4284.70
s488           250913.03                    3327.25              763.34             3327.25
s489           327247.07                    4090.59                0.00             5573.77
s490           327247.07                    4090.59                0.00             4540.77
s491           298443.71                    3802.55              288.03             3802.55
s492           231719.98                    3135.32              955.27             3135.32
s493           244598.46                    3264.10              826.49             3264.10
s494           130584.62                    2123.96             1966.62             2123.96
s495           205837.58                    2876.49             1214.09             2876.49
s496            95260.98                    1770.73             2319.86             1770.73
s497           224088.78                    3059.01             1031.58             3059.01
s498           206868.69                    2886.80             1203.78             2886.80
s499           224013.58                    3058.25             1032.33             3058.25
s500           327247.07                    4090.59                0.00             5004.41
s501           242562.08                    3243.74              846.85             3243.74
s502           295865.25                    3776.77              313.82             3776.77
s503            77610.62                    1594.22             2496.36             1594.22
s504           123021.13                    2048.33             2042.26             2048.33
s505           260057.37                    3418.69              671.90             3418.69
s506           204456.14                    2862.68             1227.91             2862.68
s507           327247.07                    4090.59                0.00             5600.52
s508           327247.07                    4090.59                0.00             4239.73
s509            67837.64                    1496.49             2594.09             1496.49
s510           131945.05                    2137.57             1953.02             2137.57
s511           149504.86                    2313.17             1777.42             2313.17
s512           -81811.77                       0.00             4090.59                0.00
s513           327247.07                    4090.59                0.00             4519.56
s514           109550.61                    1913.62             2176.96             1913.62
s515            94074.03                    1758.86             2331.73             1758.86
s516           260235.30                    3420.47              670.12             3420.47
s517           175033.59                    2568.45             1522.13             2568.45
s518           184536.19                    2663.48             1427.11             2663.48
s519           324136.42                    4059.48               31.11             4059.48
s520           327247.07                    4090.59                0.00             4541.30
s521           176116.61                    2579.28             1511.30             2579.28
s522           268962.42                    3507.74              582.85             3507.74
s523           136050.71                    2178.62             1911.96             2178.62
s524           165530.32                    2473.42             1617.17             2473.42
s525           327247.07                    4090.59                0.00             5093.49
s526           327247.07                    4090.59                0.00             4286.58
s527           327247.07                    4090.59                0.00             4157.60
s528            65630.40                    1474.42             2616.17             1474.42
s529           201421.40                    2832.33             1258.26             2832.33
s530           327247.07                    4090.59                0.00             4563.53
s531           327247.07                    4090.59                0.00             4719.79
s532           326752.41                    4085.64                4.95             4085.64
s533           268358.81                    3501.71              588.88             3501.71
s534           298171.54                    3799.83              290.76             3799.83
s535            96739.40                    1785.51             2305.08             1785.51
s536           327247.07                    4090.59                0.00             4811.28
s537           -72221.39                      95.90             3994.68               95.90
s538           327247.07                    4090.59                0.00             4215.52
s539           275341.86                    3571.54              519.05             3571.54
s540           327247.07                    4090.59                0.00             7522.15
s541           160074.86                    2418.87             1671.72             2418.87
s542           180906.22                    2627.18             1463.41             2627.18
s543           126545.66                    2083.57             2007.01             2083.57
s544           204964.25                    2867.76             1222.83             2867.76
s545           327247.07                    4090.59                0.00             5482.97
s546           327247.07                    4090.59                0.00             5798.91
s547           267273.06                    3490.85              599.74             3490.85
s548           169958.92                    2517.71             1572.88             2517.71
s549           168100.31                    2499.12             1591.47             2499.12
s550           236641.07                    3184.53              906.06             3184.53
s551           209074.32                    2908.86             1181.73             2908.86
s552           327247.07                    4090.59                0.00             4173.97
s553           267451.82                    3492.64              597.95             3492.64
s554           269521.34                    3513.33              577.26             3513.33
s555           153063.29                    2348.75             1741.84             2348.75
s556           233618.20                    3154.30              936.29             3154.30
s557           209804.87                    2916.17             1174.42             2916.17
s558           327247.07                    4090.59                0.00             4101.17
s559           175235.37                    2570.47             1520.12             2570.47
s560           259326.77                    3411.39              679.20             3411.39
s561           100006.26                    1818.18             2272.41             1818.18
s562           192797.42                    2746.09             1344.50             2746.09
s563           308361.12                    3901.73              188.86             3901.73
s564           327247.07                    4090.59                0.00             5689.53
s565            97759.92                    1795.72             2294.87             1795.72
s566           308699.37                    3905.11              185.48             3905.11
s567           239095.43                    3209.07              881.52             3209.07
s568           244433.10                    3262.45              828.14             3262.45
s569           292610.01                    3744.22              346.37             3744.22
s570           185126.80                    2669.39             1421.20             2669.39
s571           227491.67                    3093.03              997.55             3093.03
s572           256507.19                    3383.19              707.40             3383.19
s573            75243.55                    1570.55             2520.04             1570.55
s574           174330.93                    2561.43             1529.16             2561.43
s575           144101.40                    2259.13             1831.46             2259.13
s576           293215.70                    3750.27              340.31             3750.27
s577           195246.76                    2770.59             1320.00             2770.59
s578           327247.07                    4090.59                0.00             4654.49
s579           327247.07                    4090.59                0.00             4768.81
s580           327247.07                    4090.59                0.00             4351.39
s581            81386.69                    1631.98             2458.60             1631.98
s582           214870.03                    2966.82             1123.77             2966.82
s583           327247.07                    4090.59                0.00             5124.28
s584           327247.07                    4090.59                0.00             4248.87
s585           226796.65                    3086.08             1004.50             3086.08
s586           327247.07                    4090.59                0.00             7593.80
s587           265354.15                    3471.66              618.93             3471.66
s588           327247.07                    4090.59                0.00             4924.71
